timestamp,value
2025-09-01T11:01:41,4.980
2025-09-01T11:01:42,5.040
2025-09-01T11:01:43,5.036
2025-09-01T11:01:44,5.051
2025-09-01T11:01:45,4.998
2025-09-01T11:01:46,5.031
2025-09-01T11:01:47,4.996
2025-09-01T11:01:48,5.033
2025-09-01T11:01:49,5.015
2025-09-01T11:01:50,4.991
2025-09-01T11:01:51,5.027
2025-09-01T11:01:52,4.997
2025-09-01T11:01:53,5.002
2025-09-01T11:01:54,5.012
2025-09-01T11:01:55,5.010
2025-09-01T11:01:56,5.013
2025-09-01T11:01:57,4.999
2025-09-01T11:01:58,4.989
2025-09-01T11:01:59,4.966
2025-09-01T11:02:00,4.974
2025-09-01T11:02:01,4.971
2025-09-01T11:02:02,4.975
2025-09-01T11:02:03,5.023
2025-09-01T11:02:04,4.936
2025-09-01T11:02:05,5.034
2025-09-01T11:02:06,5.038
2025-09-01T11:02:07,4.961
2025-09-01T11:02:08,5.016
2025-09-01T11:02:09,4.862
2025-09-01T11:02:10,5.052
2025-09-01T11:02:11,4.976
2025-09-01T11:02:12,4.972
2025-09-01T11:02:13,4.889
2025-09-01T11:02:14,4.983
2025-09-01T11:02:15,4.994
2025-09-01T11:02:16,4.952
2025-09-01T11:02:17,4.951
2025-09-01T11:02:18,4.969
2025-09-01T11:02:19,4.983
2025-09-01T11:02:20,4.972
2025-09-01T11:02:21,4.987
2025-09-01T11:02:22,4.951
2025-09-01T11:02:23,5.023
2025-09-01T11:02:24,4.964
2025-09-01T11:02:25,5.028
2025-09-01T11:02:26,5.005
2025-09-01T11:02:27,5.027
2025-09-01T11:02:28,4.971
2025-09-01T11:02:29,4.997
2025-09-01T11:02:30,5.005
2025-09-01T11:02:31,5.020
2025-09-01T11:02:32,4.958
2025-09-01T11:02:33,4.984
2025-09-01T11:02:34,5.037
2025-09-01T11:02:35,5.052
2025-09-01T11:02:36,4.924
2025-09-01T11:02:37,5.003
2025-09-01T11:02:38,5.020
2025-09-01T11:02:39,5.032
2025-09-01T11:02:40,4.926
2025-09-01T11:02:41,4.971
2025-09-01T11:02:42,5.059
2025-09-01T11:02:43,5.010
2025-09-01T11:02:44,4.962
2025-09-01T11:02:45,5.004
2025-09-01T11:02:46,5.045
2025-09-01T11:02:47,4.971
2025-09-01T11:02:48,4.974
2025-09-01T11:02:49,5.018
2025-09-01T11:02:50,5.013
2025-09-01T11:02:51,5.073
2025-09-01T11:02:52,4.981
2025-09-01T11:02:53,4.929
2025-09-01T11:02:54,5.111
2025-09-01T11:02:55,5.040
2025-09-01T11:02:56,5.068
2025-09-01T11:02:57,5.012
2025-09-01T11:02:58,5.007
2025-09-01T11:02:59,5.023
2025-09-01T11:03:00,4.970
2025-09-01T11:03:01,5.002
2025-09-01T11:03:02,5.063
2025-09-01T11:03:03,5.014
2025-09-01T11:03:04,4.985
2025-09-01T11:03:05,4.997
2025-09-01T11:03:06,5.039
2025-09-01T11:03:07,4.983
2025-09-01T11:03:08,5.005
2025-09-01T11:03:09,5.029
2025-09-01T11:03:10,4.973
2025-09-01T11:03:11,5.022
2025-09-01T11:03:12,4.932
2025-09-01T11:03:13,5.021
2025-09-01T11:03:14,4.968
2025-09-01T11:03:15,4.983
2025-09-01T11:03:16,5.036
2025-09-01T11:03:17,5.024
2025-09-01T11:03:18,5.004
2025-09-01T11:03:19,5.011
2025-09-01T11:03:20,5.023
2025-09-01T11:03:21,5.019
2025-09-01T11:03:22,5.017
2025-09-01T11:03:23,5.008
2025-09-01T11:03:24,4.969
2025-09-01T11:03:25,4.980
2025-09-01T11:03:26,5.059
2025-09-01T11:03:27,4.976
2025-09-01T11:03:28,5.004
2025-09-01T11:03:29,5.037
2025-09-01T11:03:30,4.974
2025-09-01T11:03:31,4.951
2025-09-01T11:03:32,4.982
2025-09-01T11:03:33,5.064
2025-09-01T11:03:34,4.996
2025-09-01T11:03:35,4.961
2025-09-01T11:03:36,5.002
2025-09-01T11:03:37,5.051
2025-09-01T11:03:38,5.014
2025-09-01T11:03:39,5.050
2025-09-01T11:03:40,4.982
2025-09-01T11:03:41,5.049
2025-09-01T11:03:42,4.979
2025-09-01T11:03:43,4.975
2025-09-01T11:03:44,5.021
2025-09-01T11:03:45,4.944
2025-09-01T11:03:46,5.049
2025-09-01T11:03:47,5.049
2025-09-01T11:03:48,5.018
2025-09-01T11:03:49,5.065
2025-09-01T11:03:50,5.418
2025-09-01T11:03:51,5.083
2025-09-01T11:03:52,5.023
2025-09-01T11:03:53,4.983
2025-09-01T11:03:54,5.023
2025-09-01T11:03:55,5.006
2025-09-01T11:03:56,5.059
2025-09-01T11:03:57,5.041
2025-09-01T11:03:58,5.067
2025-09-01T11:03:59,5.047
2025-09-01T11:04:00,5.045
2025-09-01T11:04:01,5.026
2025-09-01T11:04:02,5.017
2025-09-01T11:04:03,5.001
2025-09-01T11:04:04,5.076
2025-09-01T11:04:05,5.104
2025-09-01T11:04:06,5.040
2025-09-01T11:04:07,5.081
2025-09-01T11:04:08,5.464
2025-09-01T11:04:09,5.045
2025-09-01T11:04:10,5.006
2025-09-01T11:04:11,4.991
2025-09-01T11:04:12,5.035
2025-09-01T11:04:13,5.016
2025-09-01T11:04:14,5.047
2025-09-01T11:04:15,5.022
2025-09-01T11:04:16,5.086
2025-09-01T11:04:17,5.014
2025-09-01T11:04:18,5.065
2025-09-01T11:04:19,5.013
2025-09-01T11:04:20,4.988
2025-09-01T11:04:21,5.093
2025-09-01T11:04:22,5.048
2025-09-01T11:04:23,5.029
2025-09-01T11:04:24,5.042
2025-09-01T11:04:25,4.958
2025-09-01T11:04:26,5.002
2025-09-01T11:04:27,5.017
2025-09-01T11:04:28,5.003
2025-09-01T11:04:29,5.033
2025-09-01T11:04:30,5.001
2025-09-01T11:04:31,5.038
2025-09-01T11:04:32,5.017
2025-09-01T11:04:33,5.112
2025-09-01T11:04:34,5.029
2025-09-01T11:04:35,5.033
2025-09-01T11:04:36,5.004
2025-09-01T11:04:37,4.975
2025-09-01T11:04:38,5.023
2025-09-01T11:04:39,4.948
2025-09-01T11:04:40,5.045
2025-09-01T11:04:41,5.074
2025-09-01T11:04:42,5.097
2025-09-01T11:04:43,5.017
2025-09-01T11:04:44,5.051
2025-09-01T11:04:45,5.038
2025-09-01T11:04:46,5.031
2025-09-01T11:04:47,4.960
2025-09-01T11:04:48,5.067
2025-09-01T11:04:49,5.031
2025-09-01T11:04:50,5.051
2025-09-01T11:04:51,5.056
2025-09-01T11:04:52,4.999
2025-09-01T11:04:53,4.986
2025-09-01T11:04:54,5.059
2025-09-01T11:04:55,5.041
2025-09-01T11:04:56,5.050
2025-09-01T11:04:57,5.029
2025-09-01T11:04:58,5.101
2025-09-01T11:04:59,5.026
