timestamp;value
2025-09-01T10:01:14;5.009
2025-09-01T10:01:15;4.981
2025-09-01T10:01:16;4.944
2025-09-01T10:01:17;5,000,450,325,041,710
2025-09-01T10:01:18;5,069,291,734,174,380
2025-09-01T10:01:19;4.951
2025-09-01T10:01:20;5.008
2025-09-01T10:01:21;4,894,467,073,517,560
2025-09-01T10:01:22;4,929,705,767,249,130
2025-09-01T10:01:23;4.937
2025-09-01T10:01:24;5,010,595,176,987,710
2025-09-01T10:01:25;NA
2025-09-01T10:01:26;5.021
2025-09-01T10:01:27;4,956,735,777,570,030
2025-09-01T10:01:28;4,960,805,299,654,290
2025-09-01T10:01:29;4.991
2025-09-01T10:01:30;4,960,890,424,498,500
2025-09-01T10:01:31;4,931,874,437,779,200
2025-09-01T10:01:32;4,992,433,079,486,690
2025-09-01T10:01:33;NA
2025-09-01T10:01:34;4,890,619,173,961,090
2025-09-01T10:01:35;5,072,738,820,511,180
2025-09-01T10:01:36;4,953,547,996,853,910
2025-09-01T10:01:37;4.851
1/09/2025 10:01;4.999
2025-09-01T10:01:39;5
2025-09-01T10:01:40;4,983,326,406,534,150
2025-09-01T10:01:41;5,041,284,181,875,260
2025-09-01T10:01:42;5.094
2025-09-01T10:01:43;4.966
2025-09-01T10:01:44;4,908,000,551,504,320
2025-09-01T10:01:45;NA
2025-09-01T10:01:46;4.964
2025-09-01T10:01:47;4,932,655,895,586,020
2025-09-01T10:01:48;5,078,310,865,263,310
2025-09-01T10:01:49;4.989
2025-09-01T10:01:50;4.955
2025-09-01T10:01:51;4,971,606,778,034,030
2025-09-01T10:01:52;4,953,900,182,359,760
2025-09-01T10:01:53;4,959,442,877,711,970
2025-09-01T10:01:54;4.947
2025-09-01T10:01:55;5,036,856,313,776,000
2025-09-01T10:01:56;491,815,549,886,464
1/09/2025 10:01;4.993
2025-09-01T10:01:58;4,933,967,957,963,070
2025-09-01T10:01:59;5,067,559,165,691,970
2025-09-01T10:02:00;492,092,642,326,996
2025-09-01T10:02:01;498,936,848,962,021
2025-09-01T10:02:02;5.039
2025-09-01T10:02:03;5.047
2025-09-01T10:02:04;4.973
2025-09-01T10:02:05;5.033
2025-09-01T10:02:06;4,869,559,698,293,780
2025-09-01T10:02:07;5,579,824,278,954,800
2025-09-01T10:02:08;50,281,630,049,603,900
2025-09-01T10:02:09;4.97
2025-09-01T10:02:10;5.009
2025-09-01T10:02:11;4.978
2025-09-01T10:02:12;5,031,878,287,135,630
2025-09-01T10:02:13;4.982
2025-09-01T10:02:14;4.945
2025-09-01T10:02:15;4,907,366,506,338,860
1/09/2025 10:02;5.49
2025-09-01T10:02:17;5,145,437,025,407,490
2025-09-01T10:02:18;5,000,628,830,088,140
1/09/2025 10:02;5,034,050,555,697,250
2025-09-01T10:02:20;5,033,311,327,854,810
2025-09-01T10:02:21;49,777,659,197,014,600
2025-09-01T10:02:22;5.146
2025-09-01T10:02:23;4,862,667,523,962,770
2025-09-01T10:02:24;4.956
2025-09-01T10:02:25;5.056
2025-09-01T10:02:26;5.102
2025-09-01T10:02:27;5.012
2025-09-01T10:02:28;4.902
2025-09-01T10:02:29;5.032
2025-09-01T10:02:30;4,990,935,779,412,040
2025-09-01T10:02:31;4,879,605,002,629,470
2025-09-01T10:02:32;4,979,278,500,657,000
2025-09-01T10:02:33;5,413,267,407,408,440
2025-09-01T10:02:34;4.983
2025-09-01T10:02:35;4.995
2025-09-01T10:02:36;NA
2025-09-01T10:02:37;5,088,315,319,942,860
2025-09-01T10:02:38;5,068,240,929,052,700
2025-09-01T10:02:39;49,336,923,506,983,900
2025-09-01T10:02:40;5.029
1/09/2025 10:02;49,881,275,368,165,700
2025-09-01T10:02:42;5,002,839,413,827,860
2025-09-01T10:02:43;4.97
1/09/2025 10:02;4.97
2025-09-01T10:02:45;5,052,493,359,336,290
2025-09-01T10:02:46;5.102
2025-09-01T10:02:47;5,043,042,033,689,100
2025-09-01T10:02:48;4.961
2025-09-01T10:02:49;4,955,681,609,254,700
2025-09-01T10:02:50;5,101,736,557,907,090
2025-09-01T10:02:51;5.055
2025-09-01T10:02:52;5.128
2025-09-01T10:02:53;5,059,992,146,686,270
2025-09-01T10:02:54;NA
2025-09-01T10:02:55;5,017,897,583,581,870
2025-09-01T10:02:56;4,999,059,673,200,550
2025-09-01T10:02:57;5,090,784,684,676,600
2025-09-01T10:02:58;4,929,907,185,140,340
2025-09-01T10:02:59;NA
2025-09-01T10:03:00;5.002
2025-09-01T10:03:01;5.03
2025-09-01T10:03:02;5.145
2025-09-01T10:03:03;5.055
2025-09-01T10:03:04;NA
2025-09-01T10:03:05;5.057
2025-09-01T10:03:06;5.025
2025-09-01T10:03:07;5.012
2025-09-01T10:03:08;5,040,968,879,564,520
2025-09-01T10:03:09;5.087
2025-09-01T10:03:10;5,015,070,835,770,200
2025-09-01T10:03:11;50,505,453,188,769
2025-09-01T10:03:12;NA
2025-09-01T10:03:13;4,959,726,245,590,490
2025-09-01T10:03:14;5.085
2025-09-01T10:03:15;4.964
2025-09-01T10:03:16;5.02
2025-09-01T10:03:17;507,360,194,717,968
2025-09-01T10:03:18;5,136,056,695,889,720
2025-09-01T10:03:19;50,215,119,931,115,900
2025-09-01T10:03:20;5.046
2025-09-01T10:03:21;5,161,481,507,660,670
2025-09-01T10:03:22;50,161,651,324,328,300
2025-09-01T10:03:23;50,906,581,826,157,900
2025-09-01T10:03:24;5,094,102,470,500,040
2025-09-01T10:03:25;493,652,784,036,209
2025-09-01T10:03:26;4,974,477,268,204,540
2025-09-01T10:03:27;5.07
2025-09-01T10:03:28;5,117,775,101,594,450
2025-09-01T10:03:29;49,681,950,822,109,900
2025-09-01T10:03:30;NA
2025-09-01T10:03:31;5,086,000,304,572,980
2025-09-01T10:03:32;5,045,926,100,672,010
2025-09-01T10:03:33;5.06
2025-09-01T10:03:34;5,488,168,646,307,180
2025-09-01T10:03:35;5.043
2025-09-01T10:03:36;4,919,074,129,620,380
2025-09-01T10:03:37;5,023,350,507,850,300
2025-09-01T10:03:38;503,078,008,986,938
2025-09-01T10:03:39;4,999,136,091,981,900
2025-09-01T10:03:40;5,137,735,965,964,800
2025-09-01T10:03:41;5.002
2025-09-01T10:03:42;4.996
2025-09-01T10:03:43;5.066
2025-09-01T10:03:44;509,745,741,938,166
2025-09-01T10:03:45;5.073
2025-09-01T10:03:46;5,032,641,927,864,100
2025-09-01T10:03:47;5.113
2025-09-01T10:03:48;5.083
2025-09-01T10:03:49;5.078
2025-09-01T10:03:50;5.075
2025-09-01T10:03:51;4.993
2025-09-01T10:03:52;5,635,924,347,756,650
2025-09-01T10:03:53;5,097,144,969,146,180
2025-09-01T10:03:54;51,389,740,710,845,300
2025-09-01T10:03:55;5,073,116,777,895,190
1/09/2025 10:03;5,122,568,583,161,900
2025-09-01T10:03:57;5,082,331,031,968,340
2025-09-01T10:03:58;4.946
2025-09-01T10:03:59;5.078
2025-09-01T10:04:00;5.01
2025-09-01T10:04:01;5,084,205,084,246,700
2025-09-01T10:04:02;5.032
2025-09-01T10:04:03;5,092,510,525,399,740
2025-09-01T10:04:04;5.074
2025-09-01T10:04:05;4.987
2025-09-01T10:04:06;4.949
2025-09-01T10:04:07;5,096,650,594,475,870
2025-09-01T10:04:08;5.065
2025-09-01T10:04:09;5,134,377,338,669,170
